FEATURE_ID|FEATURE_NAME|FEATURE_CLASS|STATE_ALPHA|COUNTY_NAME|PRIM_LAT_DEC|PRIM_LONG_DEC|SOURCE_LAT_DEC|SOURCE_LONG_DEC|ELEV_IN_M|MAP_NAME|DATE_CREATED|DATE_EDITED
234293|Middle Fork Yager Creek|Stream|CA|Humboldt|40.5762475|-123.9294916|40.5662491|-123.837545|177|Owl Creek|01/19/1981|03/09/2016
234299|Milk Ranch Creek|Stream|CA|Plumas|39.9632191|-121.2744095|39.9640537|-121.2069073|625|Storrie|01/19/1981|08/31/2016
234301|Mill Creek|Stream|CA|Mendocino|38.9635182|-123.6616832|38.9829613|-123.6239039|42|Point Arena|01/19/1981|03/25/2016
234308|Mills Creek|Stream|CA|San Mateo|37.5971577|-122.365249|37.5771589|-122.3985837|3|San Mateo|01/19/1981|07/27/2015
234312|Minton Creek|Stream|CA|Glenn|39.4690488|-122.3563745|39.4784927|-122.420543|105|Logan Ridge|01/19/1981|02/01/2016
234334|Mount Diablo Creek|Stream|CA|Contra Costa|38.0282539|-122.0388518|37.9174237|-121.8766241|2|Vine Hill|01/19/1981|05/07/2015
234347|Mushoak Creek|Stream|CA|Yolo|38.8815662|-122.0621928|38.8510112|-122.1646956|97|Wildwood School|01/19/1981|05/31/2016
234352|Napa Valley|Valley|CA|Napa|38.25936|-122.2888623|38.6046297|-122.6144289|2|Napa|01/19/1981|07/27/2015
234357|Negro Creek|Stream|CA|Siskiyou|41.2393001|-123.2686594|41.2620789|-123.2189354|418|Youngs Peak|01/19/1981|02/01/2016
234365|North Dobbyn Creek|Stream|CA|Humboldt|40.2215338|-123.6028074|40.285145|-123.53253|122|Alderpoint|01/19/1981|02/09/2016
234366|North Fork Middle Fork Eel River|Stream|CA|Trinity|40.0284853|-123.1064029|40.1437618|-123.0750167|1186|Wrights Ridge|01/19/1981|05/10/2016
234367|North Fork South Fork Noyo River|Stream|CA|Mendocino|39.3907247|-123.6872354|39.4112776|-123.5864015|36|Noyo Hill|01/19/1981|02/09/2016
234368|North Fork Bartlett Creek|Stream|CA|Lake|39.1765564|-122.7352678|39.1610015|-122.7761024|647|Bartlett Springs|01/19/1981|06/08/2016
234369|North Fork Cache Creek|Stream|CA|Lake|38.9810071|-122.5033111|39.2512761|-122.8219377|287|Lower Lake|01/19/1981|05/25/2016
234371|North Fork Hardy Creek|Stream|CA|Mendocino|39.7223779|-123.7819638|39.7444444|-123.7586111|44|Westport|01/19/1981|04/12/2016
234372|North Fork Navarro River|Stream|CA|Mendocino|39.1562892|-123.6391799|39.1712869|-123.5600114|9|Elk|01/19/1981|02/01/2016
234373|North Fork San Pedro Creek|Stream|CA|San Mateo|37.5796598|-122.4733087|37.6019444|-122.4633333|49|Montara Mountain|01/19/1981|08/17/2016
234374|North Fork Squaw Creek|Stream|CA|Shasta|40.7379266|-122.4883471|40.7915374|-122.5061261|398|Shasta Dam|01/19/1981|02/09/2016
234376|North Fork Steephollow Creek|Stream|CA|Nevada|39.2723988|-120.7846605|39.3165664|-120.7279924|1069|Washington|01/19/1981|06/22/2016
234377|North Fork Swift Creek|Stream|CA|Trinity|40.9812563|-122.7236336|41.0251439|-122.8155817|786|Trinity Center|01/19/1981|02/25/2016
234381|North Fork Yager Creek|Stream|CA|Humboldt|40.5765253|-123.9292139|40.6020825|-123.7953236|176|Owl Creek|01/19/1981|03/09/2016
234390|Nuff Creek|Stream|CA|San Mateo|37.4877175|-122.3919176|37.514939|-122.4010845|62|Half Moon Bay|01/19/1981|09/07/2016
234393|Nye Creek|Stream|CA|Mendocino|39.0004606|-123.6175149|38.9799051|-123.5975139|130|Cold Spring|01/19/1981|02/09/2016
234405|Ohman Creek|Stream|CA|Humboldt|40.1931987|-123.7689206|40.1737554|-123.7089189|68|Miranda|01/19/1981|02/09/2016
234410|Olema Creek|Stream|CA|Marin|38.0640897|-122.8111025|37.9768684|-122.7074863|1|Inverness|01/19/1981|09/07/2016
234412|Olsen Creek|Stream|CA|Trinity|40.424866|-123.4794768|40.4405556|-123.4544444|756|Sportshaven|01/19/1981|02/09/2016
234413|Onion Creek|Stream|CA|Sierra|39.5290714|-120.2921492|39.5061111|-120.3138889|1824|Sierraville|01/19/1981|06/16/2016
234420|Outlet Creek|Stream|CA|Mendocino|39.626824|-123.3452907|39.4507173|-123.3483438|309|Dos Rios|01/19/1981|02/09/2016
234425|Painter Gulch|Valley|CA|Humboldt|40.7054115|-123.9392193|40.7213889|-123.9491667|494|Iaqua Buttes|01/19/1981|02/09/2016
234432|Parker Creek|Stream|CA|Lassen|40.287954|-120.4949439|40.2598975|-120.5446672|1258|Standish|01/19/1981|09/07/2016
234449|Permanente Creek|Stream|CA|Santa Clara|37.4332728|-122.0857959|37.3221641|-122.144686|3|Mountain View|01/19/1981|04/21/2015
234452|Pescadero Creek|Stream|CA|San Mateo|37.2638332|-122.4071971|37.2402216|-122.1532975|3|San Gregorio|01/19/1981|04/21/2015
234455|Petroleum Creek|Stream|CA|Yolo|38.9546203|-122.0138577|38.921287|-122.1777509|40|Wildwood School|01/19/1981|06/16/2016
234460|Pigeon Creek|Stream|CA|Amador|38.5426849|-120.8479923|38.5327778|-120.7502778|257|Fiddletown|01/19/1981|06/16/2016
234461|Pigeon Creek|Stream|CA|Glenn|39.4340493|-122.5027666|39.4237719|-122.4627653|300|Stonyford|01/19/1981|02/01/2016
234471|Pine Canyon|Valley|CA|Contra Costa|37.898813|-121.998572|37.8738137|-121.924403|81|Clayton|01/19/1981|09/07/2016
234472|Pine Creek|Stream|CA|Butte|39.7426602|-121.9641462|40.0298823|-121.7191464|37|Ord Ferry|01/19/1981|02/01/2016
234476|Pine Gulch Creek|Stream|CA|Marin|37.9218699|-122.6874846|37.9793687|-122.761378|2|Bolinas|01/19/1981|09/07/2016
234486|Plummer Creek|Stream|CA|Trinity|40.4770878|-123.4186433|40.4951436|-123.3033631|511|Sportshaven|01/19/1981|02/18/2016
234487|Plunkett Creek|Stream|CA|El Dorado|38.60685|-121.0202208|38.6412936|-121.0324434|160|Folsom SE|01/19/1981|06/16/2016
234489|Poge Creek|Stream|CA|Lake|39.1835011|-122.8927732|39.2137777|-122.8663835|418|Upper Lake|01/19/1981|02/18/2016
234499|Pole Creek|Stream|CA|Placer|39.2368508|-120.2063069|39.2337951|-120.2635307|1829|Tahoe City|01/19/1981|06/16/2016
234501|Pope Creek|Stream|CA|Napa|38.6226835|-122.2655319|38.7004593|-122.4933135|135|Chiles Valley|01/19/1981|02/09/2016
234504|Porter Creek|Stream|CA|Sonoma|38.7465778|-123.355286|38.7596328|-123.3588971|107|Annapolis|01/19/1981|02/09/2016
234505|Porter Gulch|Valley|CA|Santa Cruz|36.9955057|-121.9221806|37.0130052|-121.9244028|78|Soquel|01/19/1981|05/31/2017
234509|Potter Creek|Stream|CA|Shasta|40.7804282|-122.2886172|40.785|-122.2752778|325|O'Brien|01/19/1981|02/01/2016
234518|Pulgas Creek|Stream|CA|San Mateo|37.507159|-122.2452439|37.496049|-122.2971907|3|Redwood Point|01/19/1981|09/07/2016
234522|Putah Creek|Stream|CA|Yolo|38.5432398|-121.6974601|38.8071264|-122.7224897|11|Davis|01/19/1981|06/16/2016
234532|Rail Canyon|Valley|CA|Glenn|39.3973836|-122.4955433|39.3637736|-122.4672085|347|Rail Canyon|01/19/1981|06/16/2016
234534|Rancheria Creek|Stream|CA|Mendocino|39.0535105|-123.440287|38.8401836|-123.1933391|57|Philo|01/19/1981|02/18/2016
234538|Rattlesnake Creek|Stream|CA|Modoc|41.492392100000004|-120.6060689|41.5785022|-120.6263478|1324|Alturas|01/19/1981|09/07/2016
234541|Rattlesnake Gulch|Valley|CA|Siskiyou|41.8698611|-122.6214158|41.885032|-122.640437|978|Hawkinsville|01/19/1981|05/07/2014
234546|Rector Canyon|Valley|CA|Napa|38.441577|-122.3494216|38.4661111|-122.2830556|68|Yountville|01/19/1981|09/07/2016
234547|Rector Creek|Stream|CA|Napa|38.4285218|-122.3710887|38.4661111|-122.2830556|33|Yountville|01/19/1981|09/07/2016
234573|Roaring River Slough|Stream|CA|Solano|38.0965055|-121.9506|38.0965055|-121.9506|1|Honker Bay|01/19/1981|12/31/2011
234576|Robinson Creek|Stream|CA|Lake|39.1446136|-122.9077736|39.1313889|-122.9477778|405|Upper Lake|01/19/1981|02/18/2016
234578|Rock Creek|Stream|CA|Amador|38.3071373|-120.8721603|38.3658333|-120.7952778|110|Jackson|01/19/1981|06/16/2016
234579|Rock Creek|Stream|CA|Trinity|40.433477|-123.487255|40.4461111|-123.46|756|Sportshaven|01/19/1981|02/18/2016
234583|Rocky Creek|Stream|CA|Shasta|40.3765391|-122.7575164|40.4088889|-122.8130556|321|Arbuckle Mountain|01/19/1981|02/09/2016
234593|Routan Creek|Stream|CA|Napa|38.6996261|-122.3927565|38.7211111|-122.4416667|157|Aetna Springs|01/19/1981|09/07/2016
234595|Rush Creek|Stream|CA|Lassen|40.5590681|-119.967707|40.6109541|-120.1057227|1289|Smoke Creek Ranch|01/19/1981|05/01/2015
234602|Sage Creek|Stream|CA|Napa|38.4896311|-122.3496997|38.5185191|-122.30081|97|Yountville|01/19/1981|07/29/2016
234603|Sailor Canyon|Valley|CA|Placer|39.216848|-120.4960373|39.1627778|-120.4922222|1006|Royal Gorge|01/19/1981|06/16/2016
234608|Salmon Creek|Stream|CA|Humboldt|40.6154144|-123.8731033|40.6337474|-123.8683818|309|Yager Junction|01/19/1981|02/18/2016
234613|Salt Creek|Stream|CA|Glenn|39.6318238|-122.5224934|39.6279343|-122.7491633|199|Chrome|01/19/1981|02/09/2016
234616|Salt Flat Creek|Stream|CA|Lake|39.2265554|-122.9419415|39.2338889|-122.9722222|440|Upper Lake|01/19/1981|02/18/2016
234619|San Andreas Fault|Valley|CA|Mendocino|39.0038889|-123.6966667|34.1497222|-117.2663889|4|Mallo Pass Creek|06/14/2000|05/30/2007
234623|San Bruno Creek|Stream|CA|San Mateo|37.6268797|-122.437751|37.6235466|-122.4452513|66|San Francisco South|01/19/1981|08/20/2015
234624|San Catanio Creek|Stream|CA|Contra Costa|37.7735386|-121.983571|37.7471504|-122.0088495|154|Diablo|01/19/1981|08/17/2016
234625|San Felipe Creek|Stream|CA|Santa Clara|37.2132764|-121.6566124|37.3385514|-121.7352275|198|Morgan Hill|01/19/1981|08/17/2016
234639|San Pedro Creek|Stream|CA|San Mateo|37.5963262|-122.5058095|37.5796598|-122.4730309|2|Montara Mountain OE W|01/19/1981|08/17/2016
234661|Scott Creek|Stream|CA|Humboldt|40.5159727|-123.7933753|40.505|-123.8286111|217|Yager Junction|01/19/1981|02/18/2016
234664|Scotts Creek|Stream|CA|Lake|39.162391|-122.9538864|39.1676692|-123.061112|406|Upper Lake|01/19/1981|02/18/2016
234667|Sebbas Creek|Stream|CA|Mendocino|39.9670913|-123.8803032|40.0137565|-123.8944711|236|Bear Harbor|01/19/1981|02/18/2016
234669|Secret Creek|Stream|CA|Lassen|40.4987884|-120.3260516|40.6751764|-120.3393872|1351|Shaffer Mountain|01/19/1981|09/07/2016
234674|Senteney Creek|Stream|CA|Trinity|40.3806997|-123.5072541|40.3740328|-123.5389213|803|Dinsmore|01/19/1981|02/18/2016
234679|Shanty Creek|Stream|CA|Trinity|40.3701444|-123.4953092|40.3590329|-123.5391987|809|Ruth Lake|01/19/1981|02/18/2016
234682|Shaw Creek|Stream|CA|Humboldt|40.6248567|-123.9844946|40.6091667|-123.9455556|199|Owl Creek|01/19/1981|02/18/2016
234686|Sheep Corral Creek|Stream|CA|Glenn|39.5773813|-122.2352621|39.6776571|-122.4452702|47|Willows|01/19/1981|02/09/2016
234690|Sheridan Creek|Stream|CA|Alameda|37.5774342|-121.8774569|37.5408333|-121.89|75|Niles|01/19/1981|08/31/2016
234696|Shoemaker Valley|Valley|CA|Colusa|39.2207221|-122.4410933|39.2083333|-122.4313889|461|Leesville|01/19/1981|06/16/2016
234697|Sign Creek|Stream|CA|Siskiyou|41.1979118|-123.2711586|41.1613889|-123.2572222|651|Youngs Peak|01/19/1981|02/09/2016
234709|Slate Creek|Stream|CA|Trinity|40.8404222|-122.8533588|40.8468102|-122.9166943|723|Trinity Dam|01/19/1981|02/25/2016
234710|Slate Creek|Stream|CA|Shasta|40.8457028|-122.5991849|40.8784804|-122.61363|623|Schell Mountain|01/19/1981|02/09/2016
234712|Slinkard Creek|Stream|CA|Mono|38.6410197|-119.5304459|38.5304657|-119.5510026|1561|Topaz Lake|01/19/1981|08/10/2016
234713|Sloss Creek|Stream|CA|Lassen|40.3104539|-120.4977221|40.271286|-120.562168|1252|Standish|01/19/1981|09/07/2016
234731|Smittle Creek|Stream|CA|Napa|38.5785177|-122.2533093|38.5487961|-122.2471979|136|Chiles Valley|01/19/1981|08/31/2016
234734|Smoky Creek|Stream|CA|Trinity|40.3045914|-123.2375239|40.3569444|-123.1638889|766|Smoky Creek|01/19/1981|02/25/2016
234735|Smoky Creek|Stream|CA|Siskiyou|41.9637453|-122.7905889|41.9827778|-122.8036111|923|Buckhorn Bally|01/19/1981|02/09/2016
234748|Snake River|Stream|CA|Sutter|39.0026718|-121.7105217|39.333222|-121.7535844|8|Gilsizer Slough|01/19/1981|06/22/2016
234752|Snell Creek|Stream|CA|Napa|38.7035149|-122.4113679|38.7177778|-122.4402778|171|Aetna Springs|01/19/1981|08/31/2016
234767|Snow Creek|Stream|CA|Sonoma|38.8060181|-123.0875027|38.8205556|-123.1130556|176|Cloverdale|01/19/1981|08/31/2016
234769|Snow Creek|Stream|CA|Shasta|40.5523779|-121.9149934|40.5401564|-121.8430468|584|Inwood|01/19/1981|02/09/2016
234770|Snow Creek|Stream|CA|Siskiyou|41.6443006|-123.0436498|41.6162455|-123.044483|775|Scott Bar|01/19/1981|02/09/2016
234787|Snowslide Canyon|Valley|CA|Alpine|38.5579645|-119.6340613|38.5608333|-119.6569444|2020|Wolf Creek|01/19/1981|08/10/2016
234788|Snowslide Canyon|Valley|CA|Modoc|41.2071186|-120.119107|41.2079519|-120.1324407|2010|Snake Lake|01/19/1981|11/21/2017
234791|Snowstorm Creek|Stream|CA|Lassen|40.5126774|-120.308551|40.7101758|-120.4296687|1348|Karlo|01/19/1981|09/23/2016
234794|Snuffins Creek|Stream|CA|Mendocino|39.177117|-123.3952865|39.188505|-123.3641749|291|Bailey Ridge|01/19/1981|02/25/2016
234798|Soap Creek|Stream|CA|Trinity|40.2573708|-123.1522436|40.2791667|-123.1458333|847|Smoky Creek|01/19/1981|02/25/2016
234800|Soap Creek|Stream|CA|Siskiyou|41.6337512|-122.7500298|41.7038889|-122.7361111|895|Yreka|01/19/1981|02/09/2016
234806|Soapstone Creek|Stream|CA|Plumas|39.8451632|-121.3332986|39.8447222|-121.2997222|947|Soapstone Hill|01/19/1981|09/23/2016
234807|Soapstone Creek|Stream|CA|Siskiyou|41.2270947|-122.4505709|41.1963889|-122.4422222|1506|Seven Lakes Basin|01/19/1981|02/09/2016
234811|Soapweed Creek|Stream|CA|El Dorado|38.8262916|-120.659651|38.8583333|-120.6652778|818|Slate Mountain|01/19/1981|06/22/2016
234815|Sockum Creek|Stream|CA|Plumas|39.9315595|-120.8524516|39.9594444|-120.8166667|1074|Spring Garden|01/19/1981|09/23/2016
234818|Soda Canyon|Valley|CA|Tuolumne|38.267559|-119.6784722|38.2402448|-119.6659515|2378|Sonora Pass|01/19/1981|04/29/2017
234819|Soda Canyon|Valley|CA|Napa|38.3693567|-122.284419|38.4246329|-122.3005312|54|Napa|01/19/1981|08/31/2016
234821|Soda Creek|Stream|CA|Mendocino|39.0043439|-123.3519526|39.0363889|-123.2716667|131|Boonville|01/19/1981|02/25/2016
234822|Soda Creek|Stream|CA|Mendocino|39.1532285|-123.3736195|39.1616667|-123.3419444|324|Orrs Springs|01/19/1981|02/25/2016
234823|Soda Creek|Stream|CA|Mendocino|39.1596207|-123.5672338|39.1505556|-123.5219444|28|Navarro|01/19/1981|02/25/2016
234824|Soda Creek|Stream|CA|Mendocino|39.2135054|-123.4411205|39.2225|-123.4052778|189|Bailey Ridge|01/19/1981|02/25/2016
234825|Soda Creek|Stream|CA|Lake|39.4104388|-122.9788899|39.4391667|-122.9844444|519|Lake Pillsbury|01/19/1981|02/25/2016
234827|Soda Creek|Stream|CA|Siskiyou|41.9595786|-122.7936446|41.9808333|-122.8233333|886|Buckhorn Bally|01/19/1981|02/09/2016
234828|Soda Creek|Stream|CA|Napa|38.3526906|-122.2905301|38.4246329|-122.3005312|11|Napa|01/19/1981|08/31/2016
234829|Soda Creek|Stream|CA|Napa|38.4951862|-122.2433086|38.5424075|-122.2866432|154|Capell Valley|01/19/1981|08/31/2016
234831|Soda Fork|Stream|CA|Mendocino|39.0282361|-123.5661236|39.0313889|-123.5241667|202|Cold Spring|01/19/1981|02/25/2016
234832|Soda Gulch|Valley|CA|San Mateo|37.433829|-122.3449712|37.4472222|-122.3333333|225|Woodside|01/19/1981|08/21/2015
234844|Soda Spring Canyon|Valley|CA|Santa Clara|37.1838342|-121.9844029|37.1666667|-121.9122222|202|Los Gatos|01/19/1981|08/21/2015
234845|Soda Spring Creek|Stream|CA|Sonoma|38.6488004|-123.2336184|38.6486111|-123.2202778|109|Tombs Creek|01/19/1981|08/31/2016
234846|Soda Spring Creek|Stream|CA|Mendocino|39.2826728|-123.6075116|39.2947222|-123.5911111|54|Comptche|01/19/1981|02/25/2016
234852|Soda Springs Creek|Stream|CA|Solano|38.2949124|-122.0232999|38.3130556|-122.0594444|35|Fairfield North|01/19/1981|08/31/2016
234853|Soda Springs Creek|Stream|CA|Sonoma|38.7471332|-123.3494526|38.7372222|-123.3169444|128|Annapolis|01/19/1981|08/31/2016
234860|Soldier Creek|Stream|CA|Mendocino|39.8484845|-123.8311337|39.8736111|-123.8075|18|Hales Grove|01/19/1981|02/25/2016
234861|Soldier Creek|Stream|CA|Trinity|41.0676338|-123.383937|41.0794444|-123.4561111|771|Trinity Mountain|01/19/1981|02/25/2016
234862|Soldier Creek|Stream|CA|Modoc|41.8560018|-120.1568943|41.865|-120.19|1389|Fort Bidwell|01/19/1981|09/23/2016
234863|Soldier Creek|Stream|CA|Trinity|40.2032031|-123.3741913|40.2559799|-123.392804|610|Shannon Butte|01/19/1981|02/25/2016
234868|Soldier Pass Canyon|Valley|CA|Inyo|37.3446193|-117.9355541|37.3503701|-117.9703579|1333|Soldier Pass|01/19/1981|06/01/2017
234879|Somerville Creek|Stream|CA|Humboldt|40.1079216|-123.8966976|40.0694444|-123.8891667|170|Briceland|01/19/1981|02/25/2016
234881|Sonoma Creek|Stream|CA|Humboldt|40.3137523|-123.8033696|40.2783333|-123.7683333|49|Myers Flat|01/19/1981|02/25/2016
234911|Soup Bowl Creek|Stream|CA|Santa Clara|37.2529963|-121.5802208|37.2630556|-121.6022222|644|Isabel Valley|01/19/1981|08/31/2016
234912|Soup Creek|Stream|CA|Modoc|41.2565622|-120.3055017|41.31|-120.2761111|1570|Soup Creek|01/19/1981|09/23/2016
234914|Sour Grass Creek|Stream|CA|Tehama|39.843214|-122.0899847|39.8268234|-122.3083242|53|Foster Island|01/19/1981|02/09/2016
234920|South Babb Creek|Stream|CA|Santa Clara|37.349385|-121.8182862|37.3499401|-121.7427279|40|San Jose East|01/19/1981|08/31/2016
234922|South Barber Creek|Stream|CA|Modoc|41.2404519|-120.1063295|41.2279518|-120.1352189|1687|Snake Lake|01/19/1981|09/23/2016
234931|South Branch Pleasant Grove Creek|Stream|CA|Placer|38.797109|-121.352406|38.777272|-121.268227|25|Roseville|01/19/1981|06/16/2016
234936|South Branch North Fork Navarro River|Stream|CA|Mendocino|39.1715647|-123.5600114|39.1379504|-123.3158409|35|Navarro|01/19/1981|02/01/2016
234938|South Branch Piedmont Creek|Stream|CA|Santa Clara|37.429661|-121.8744004|37.4275|-121.8544444|29|Calaveras Reservoir|01/19/1981|09/07/2016
234940|South Branch Robinson Creek|Stream|CA|Mendocino|39.0882287|-123.2527846|39.0513889|-123.27|264|Boonville|01/19/1981|02/18/2016
234941|South Branch Sand Creek|Stream|CA|Colusa|39.0271179|-122.0946931|38.9996182|-122.1705276|49|Arbuckle|01/19/1981|06/16/2016
234943|South Branch Who Who Creek|Stream|CA|Mendocino|39.9145973|-123.2644604|39.9108333|-123.2788889|851|Mina|01/19/1981|03/09/2016
234962|South Fork Albion River|Stream|CA|Mendocino|39.2535089|-123.6750119|39.2340635|-123.5977892|11|Mathison Peak|01/19/1981|06/23/2015
234965|South Fork Backbone Creek|Stream|CA|Shasta|40.8212596|-122.5052931|40.7969444|-122.5136111|520|Schell Mountain|01/19/1981|12/17/2015
234966|South Fork Battle Creek|Stream|CA|Tehama|40.4226558|-121.9972161|40.3623811|-121.5733134|258|Shingletown|01/19/1981|12/17/2015
234967|South Fork Bear Creek|Stream|CA|Humboldt|40.3909717|-124.0153212|40.3797222|-124.0183333|230|Scotia|01/19/1981|06/08/2016
234968|South Fork Bear Creek|Stream|CA|Humboldt|40.1262531|-124.0628131|40.0156996|-123.9900277|287|Honeydew|01/19/1981|06/08/2016
234969|South Fork Bear Haven Creek|Stream|CA|Mendocino|39.560717|-123.6708486|39.5661111|-123.6444444|56|Dutchmans Knoll|01/19/1981|06/08/2016
234970|South Fork Bear River|Stream|CA|Humboldt|40.4323553|-124.2511608|40.3988889|-124.2638889|273|Capetown|01/19/1981|06/08/2016
234971|South Fork Big Pine Creek|Stream|CA|Inyo|37.1246545|-118.4370492|37.0933333|-118.4836111|2372|Split Mountain|01/19/1981|02/25/2016
234972|South Fork Big River|Stream|CA|Mendocino|39.2951707|-123.5339001|39.2262813|-123.3394522|60|Comptche|01/19/1981|02/01/2016
234973|South Fork Birch Creek|Stream|CA|Inyo|37.3888193|-118.0912088|37.386596|-118.1723227|2160|Crooked Creek|01/19/1981|02/29/2016
234974|South Fork Bird Creek|Stream|CA|Yolo|38.8418449|-122.0071917|38.8308333|-122.0272222|62|Bird Valley|01/19/1981|02/01/2016
234977|South Fork Brush Creek|Stream|CA|Mendocino|38.9676828|-123.5730682|38.9491667|-123.5477778|230|Eureka Hill|01/19/1981|06/08/2016
234978|South Fork Buckeye Creek|Stream|CA|Yolo|38.9076769|-122.0180248|38.8157344|-122.1405286|56|Wildwood School|01/19/1981|02/18/2016
234979|South Fork Butano Creek|Stream|CA|San Mateo|37.2416107|-122.3069149|37.2152222|-122.2441348|158|Franklin Point|01/19/1981|07/09/2015
234980|South Fork Calf Creek|Stream|CA|Tehama|40.1657147|-121.5627541|40.1483333|-121.5363889|1009|Onion Butte|01/19/1981|12/29/2015
234982|South Fork Camp Creek|Stream|CA|El Dorado|38.6532427|-120.2813047|38.6441667|-120.2613889|1894|Leek Spring Hill|01/19/1981|02/18/2016
234983|South Fork Canyon Creek|Stream|CA|Modoc|41.2851701|-120.7352392|41.2757253|-120.7874631|1619|Graven Ridge|01/19/1981|08/31/2016
234984|South Fork Castle Creek|Stream|CA|Shasta|41.1479287|-122.3930685|41.117928|-122.4211251|834|Seven Lakes Basin|01/19/1981|12/29/2015
234985|South Fork China Creek|Stream|CA|Siskiyou|41.7956823|-123.2886638|41.7630556|-123.2547222|455|Slater Butte|01/19/1981|12/29/2015
234987|South Fork Claiborne Creek|Stream|CA|Shasta|41.0448764|-122.1594484|41.022377|-122.1097247|549|Yellowjacket Mountain|01/19/1981|12/29/2015
234988|South Fork Clear Creek|Stream|CA|Shasta|40.5157058|-122.5255684|40.5661111|-122.6147222|220|Igo|01/19/1981|12/29/2015
234989|South Fork Cortina Creek|Stream|CA|Colusa|39.0751716|-122.1555286|39.0319444|-122.1991667|42|Cortina Creek|01/19/1981|02/25/2016
234990|South Fork Cottonwood Creek|Stream|CA|Modoc|41.9409996|-120.2746764|41.9272222|-120.2572222|1625|Willow Ranch|01/19/1981|08/31/2016
234992|South Fork Cuneo Creek|Stream|CA|Humboldt|40.3365277|-124.04032050000001|40.3269444|-124.0605556|174|Bull Creek|01/19/1981|05/27/2016
234993|South Fork Deadwood Creek|Stream|CA|Trinity|40.7154242|-122.7383543|40.695|-122.7261111|795|French Gulch|01/19/1981|05/13/2016
234995|South Fork Dibble Creek|Stream|CA|Tehama|40.2115437|-122.2683322|40.2111111|-122.3558333|98|Red Bluff West|01/19/1981|01/08/2016
234997|South Fork Dry Creek|Stream|CA|Lake|38.7296281|-122.6663764|38.715|-122.6911111|393|Mount Saint Helena|01/19/1981|05/16/2016
234999|South Fork Emerson Creek|Stream|CA|Modoc|41.2579516|-120.1524419|41.2522222|-120.18|1938|Eagle Peak|01/19/1981|08/31/2016
235001|South Fork Fitzhugh Creek|Stream|CA|Modoc|41.3668387|-120.3807829|41.3279507|-120.2596675|1579|Little Juniper Reservoir|01/19/1981|08/31/2016
235002|South Fork Forman Ravine|Valley|CA|Plumas|40.1012813|-120.8043967|40.0861111|-120.7627778|1147|Taylorsville|01/19/1981|08/31/2016
235003|South Fork Freshwater Creek|Stream|CA|Humboldt|40.7312418|-124.0472782|40.7129102|-123.9928316|60|McWhinney Creek|01/19/1981|05/10/2016
235007|South Fork Garcia River|Stream|CA|Mendocino|38.8562974|-123.563067|38.8525|-123.5222222|55|Gualala|01/19/1981|03/09/2018
235008|South Fork Goods Creek|Stream|CA|Trinity|40.3826476|-123.0525224|40.3501481|-123.0508549|1054|Wildwood|01/19/1981|04/21/2016
235009|South Fork Greenwood Creek|Stream|CA|Mendocino|39.062401|-123.5405669|39.0355556|-123.5219444|299|Cold Spring|01/19/1981|04/21/2016
235011|South Fork Guyre Creek|Stream|CA|Tehama|40.1854305|-122.5958417|40.1669444|-122.6102778|336|Oxbow Bridge|01/19/1981|01/19/2016
235012|South Fork Hall Creek|Stream|CA|Tehama|39.8898793|-122.211378|39.8654342|-122.3247144|83|Corning|01/19/1981|01/19/2016
235013|South Fork Hardy Creek|Stream|CA|Mendocino|39.7223779|-123.7819638|39.7230556|-123.75|44|Westport|01/19/1981|04/12/2016
235014|South Fork Hare Creek|Stream|CA|Mendocino|39.3885035|-123.7366803|39.3805556|-123.7475|66|Noyo Hill|01/19/1981|04/12/2016
235015|South Fork Hazel Creek|Stream|CA|Shasta|41.0529289|-122.3402883|41.0466667|-122.2622222|535|Tombstone Mountain|01/19/1981|01/19/2016
235017|South Fork Indian Creek|Stream|CA|Trinity|40.5973692|-122.8314106|40.5491667|-122.7897222|746|Bully Choop Mountain|01/19/1981|03/31/2016
235018|South Fork Jackson Creek|Stream|CA|Amador|38.3474136|-120.7732684|38.3932452|-120.6499305|360|Jackson|01/19/1981|04/12/2016
235019|South Fork Juan Creek|Stream|CA|Mendocino|39.7112674|-123.7439075|39.7061111|-123.7075|132|Lincoln Ridge|01/19/1981|03/31/2016
235021|South Fork Little Panoche Creek|Stream|CA|San Benito|36.7132847|-120.8660172|36.6630556|-120.8241667|330|Mercey Hot Springs|01/19/1981|12/03/2015
235022|South Fork Little River|Stream|CA|Humboldt|41.0120704|-124.0620106|40.9920713|-124.0178424|34|Crannell|01/19/1981|03/16/2016
235024|South Fork Mad River|Stream|CA|Trinity|40.1651493|-123.2266872|40.1251498|-123.2575203|888|Swim Ridge|01/19/1981|03/25/2016
235027|South Fork Mill Creek|Stream|CA|Siskiyou|41.7468008|-122.9580911|41.7055556|-122.95|657|Russell Peak|01/19/1981|02/01/2016
235028|South Fork Minnie Creek|Stream|CA|Mendocino|38.9749023|-123.4522314|38.9644444|-123.4394444|270|Zeni Ridge|01/19/1981|03/25/2016
235029|South Fork Motion Creek|Stream|CA|Shasta|40.6945937|-122.4691794|40.6891667|-122.49|302|Shasta Dam|01/19/1981|12/17/2015
235031|South Fork Mule Creek|Stream|CA|Mendocino|39.817097|-123.7750212|39.8005556|-123.7822222|334|Hales Grove|01/19/1981|02/01/2016
